7.123933832313407212e+06 8.190931241654981859e+06
7.535485326908714138e+06 8.562296283752523363e+06
7.613634472205935046e+06 8.586706540879830718e+06
7.499764726229681633e+06 8.520193888425679877e+06
7.381296631719441153e+06 8.488392732148109004e+06
7.405433647004987113e+06 8.507820108992932364e+06
7.477868695568348281e+06 8.503231026346055791e+06
7.314505403114964254e+06 8.414685383159089833e+06
1.759186866212432832e+07 1.172913491697123460e+07
1.722031595932885259e+07 1.168884357914181240e+07
1.730516356697710231e+07 1.173338858102904633e+07
1.770387161790264398e+07 1.175023953969061933e+07
1.796521759241374955e+07 1.171423536435460113e+07
1.773315311533375829e+07 1.172303148354035430e+07
1.717033319975382462e+07 1.185834230230947584e+07
1.686934635310144722e+07 1.201123957433047146e+07
1.744837093280608207e+07 1.185488130481420085e+07
-1.297391894131465629e+07 2.665184823404318839e+07
-1.221389113550656661e+07 2.621256699011979625e+07
-1.203324231139812618e+07 2.603294105196073279e+07
-1.211292719913952053e+07 2.608484447715662420e+07
-1.214271300742376223e+07 2.616658069463147968e+07
-1.207294307973315194e+07 2.611798288381777331e+07
-1.209338817277142219e+07 2.608331963087668270e+07
-1.239167085483680293e+07 2.666115018324583769e+07
-1.702562855693362281e+07 4.137401574969350547e+07
-1.713081198002626747e+07 4.221113503070922196e+07
-1.702731838060905784e+07 4.233497229803013802e+07
-1.707787551475412399e+07 4.212627330267352611e+07
-1.731948840325510502e+07 4.195768376313955337e+07
-1.741160382026614621e+07 4.201897941054445505e+07
-1.699582902453382313e+07 4.207165182190881670e+07
-1.600892226895586029e+07 4.167060541649783403e+07
-4.976712986623430252e+07 6.158511392698515207e+07
-4.938707261509494483e+07 6.104735415971391648e+07
-4.974060036064144969e+07 6.124956124194585532e+07
-5.006409704462539405e+07 6.176881020846685767e+07
-5.006766884965356439e+07 6.199414729776483774e+07
-4.998108032787730545e+07 6.173209454349880666e+07
-5.012432190483777970e+07 6.142534263380383700e+07
-5.039504704288656265e+07 6.154961716978496313e+07
-5.019023993232817203e+07 6.185303518678692728e+07
