-2.829059346675020643e+06 4.557274751115543768e+06
-3.261957356686211191e+06 7.195161530643664300e+06
-3.879953499533242080e+06 9.742771404351560399e+06
-4.702922795247275382e+06 1.203478070980940387e+07
-5.735085243143990636e+06 1.392401388333821110e+07
-6.963708794567350298e+06 1.529238122037080303e+07
-8.359414847158437595e+06 1.605902374245532602e+07
-9.878104923811320215e+06 1.618499284333578125e+07
-1.146436964111450128e+07 1.567413045977737382e+07
-1.305609357500230893e+07 1.457018288966410980e+07
-1.458984670292021148e+07 1.295054236613562517e+07
-1.600656712880554982e+07 1.091732997684079781e+07
-1.725699981361151114e+07 8.586780364420276135e+06
-1.830636679391090572e+07 6.078038759007980116e+06
-1.913780581956359372e+07 3.502519580532312393e+06
-1.975422154165752977e+07 9.548992930830996484e+05
-2.017833691033279523e+07 -1.493368109207967296e+06
-2.045089922107134014e+07 -3.797398516656439751e+06
-2.062716974225254729e+07 -5.938809993558159098e+06
-2.077199152318775281e+07 -7.922327463055099361e+06
-2.095387083789694309e+07 -9.769505400001168251e+06
-2.123860988118459657e+07 -1.151032865456742048e+07
-2.168308137339240313e+07 -1.317369029827366769e+07
-2.232973372831495851e+07 -1.477788341248218156e+07
-2.320235761498206109e+07 -1.632226571023729630e+07
-2.430353561061586440e+07 -1.778115776886779815e+07
-2.561404565395160019e+07 -1.910082524411190301e+07
-2.709430973765112087e+07 -2.020009173281770572e+07
-2.868778818759536371e+07 -2.097476044601531327e+07
-3.032603479774974287e+07 -2.130562489740111679e+07
-3.193496655568853021e+07 -2.106946027001942694e+07
-3.344177927825441211e+07 -2.015204665978823230e+07
-3.478186929285299778e+07 -1.846201772513415664e+07
-3.590510881344687939e+07 -1.594418075539903715e+07
-3.678087092592401803e+07 -1.259093405819088966e+07
-3.740130549702983350e+07 -8.450520187765901908e+06
-3.778252083519124240e+07 -3.631091604920192622e+06
-3.796351392413486540e+07 1.700090534026796930e+06
-3.800289749628837407e+07 7.322583484306957573e+06
-3.797367625931076705e+07 1.297361614893895388e+07
-3.795650830257024616e+07 1.836321336745387688e+07
-3.803203385086546093e+07 2.319252679434587434e+07
-3.827294818327990174e+07 2.717398334315253794e+07
-3.873652943428014219e+07 3.005165410025700182e+07
-3.945830144167697430e+07 3.162017640308915451e+07
-4.044741905298516154e+07 3.174063839030142128e+07
-4.168421638450771570e+07 3.035205433468027040e+07
-4.312017055688261986e+07 2.747740290384813771e+07
-4.468032139905720949e+07 2.322363996602972224e+07
-4.626797082802593708e+07 1.777559443162856251e+07
-4.777128390627010167e+07 1.138416606839196756e+07
-4.907124545706500113e+07 4.349722826369477436e+06
-5.005030702039656043e+07 -2.998000888103039935e+06
-5.060099978075179458e+07 -1.032191065998128802e+07
-5.063379525907460600e+07 -1.729971344835381210e+07
-5.008356633034349233e+07 -2.364448015412539244e+07
-4.891412978559608012e+07 -2.912200352230940759e+07
-4.712052609146748483e+07 -3.356363191474594176e+07
-4.472889584478957951e+07 -3.687365844444721937e+07
-4.179402659489970654e+07 -3.903082040867647529e+07
-3.839484822280006856e+07 -4.008397297301030904e+07
-3.462833091909585893e+07 -4.014249783431798965e+07
-3.060237077456162125e+07 -3.936244765199707448e+07
-2.642832220032253116e+07 -3.792977133615064621e+07
-2.221384740076572821e+07 -3.604218378017345071e+07
-1.805670057268173993e+07 -3.389131803069184721e+07
-1.403995413824762404e+07 -3.164672328828363121e+07
-1.022901741764068231e+07 -2.944305737959055230e+07
-6.670610438341191038e+06 -2.737148914611436427e+07
-3.393655716261301190e+06 -2.547590702364567295e+07
-4.118585963882580400e+05 -2.375406505915796384e+07
2.272418934624291956e+06 -2.216333069721483439e+07
4.663508858321271837e+06 -2.063027353218577802e+07
6.767597954345995560e+06 -1.906299013105446845e+07
8.588291064143326133e+06 -1.736482818429362029e+07
1.012311346442105249e+07 -1.544807389152032509e+07
1.136137725366012752e+07 -1.324620710846466012e+07
1.228368001732788980e+07 -1.072350345870303549e+07
1.286311846248091571e+07 -7.881052712283247150e+06
1.306810413721187785e+07 -4.758638769150481559e+06
1.286648286504025012e+07 -1.432351120788763277e+06
1.223050338613789901e+07 1.991771050688087009e+06
1.114207040782557800e+07 5.387364967660478316e+06
9.597664900773592293e+06 8.619620909156318754e+06
7.612326428859986365e+06 1.155817169355992600e+07
5.222168573851914145e+06 1.408966403979564458e+07
2.485032636120182462e+06 1.612872069989496283e+07
-5.209356473883073777e+05 1.762617036957213655e+07
-3.700793827768771909e+06 1.857370148117513210e+07
-6.948186703410586342e+06 1.900445802711969987e+07
-1.015219634761563130e+07 1.898950452393594012e+07
-1.320508046651711315e+07 1.863050261873890087e+07
-1.601020588426036388e+07 1.804932266379323974e+07
-1.848943355756115168e+07 1.737562232719109952e+07
-2.058923303706651926e+07 1.673363058597454429e+07
-2.228489764215838164e+07 1.622945896065220051e+07
-2.358238967286439240e+07 1.594021434349988028e+07
-2.451755412067029253e+07 1.590601383717703074e+07
-2.515268062217216194e+07 1.612571863498659804e+07
-2.557064430493453145e+07 1.655683885212886147e+07
-2.586709270496507362e+07 1.711965010293157026e+07
-2.614134490147721767e+07 1.770514580606312305e+07
-2.648681029256144166e+07 1.818606760484155640e+07
-2.698180296634110063e+07 1.842994746261518821e+07
-2.768161496713964641e+07 1.831288945023164526e+07
-2.861261704491128027e+07 1.773273748047641665e+07
